Polo¾ka           ;Název                         ;M.SK    ;ZV;REF.;DATUM   ;CAS     ;UZIVATEL   ;CENA       
548-47NBR627F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;27/08/20;07:56:22;THONOVAP   ;      23.62
548-47NBS051F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;26/08/20;07:20:50;THONOVAP   ;      23.62
548-47NBS527F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;01/09/20;10:48:35;MIRKA      ;      23.62
548-52NC0744F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;09/09/20;07:15:22;MIRKA      ;      45.74
548-55NE4797F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;09/09/20;07:18:02;MIRKA      ;      34.68
548-55NE4813F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;02/09/20;07:24:04;MIRKA      ;      23.62
548-55NE4814F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;02/09/20;07:24:38;MIRKA      ;      34.68
548-61KG1033F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;20/08/20;06:48:27;THONOVAP   ;      34.68
548-61KG1034F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;20/08/20;06:49:31;THONOVAP   ;      34.68
548-61KG1099F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;21/08/20;07:14:52;MIRKA      ;      34.68
548-61KG1207F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;11/09/20;06:48:11;THONOVAP   ;      34.68
548-61KG1209F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;11/09/20;06:48:59;THONOVAP   ;      34.68
548-61NG0481F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;02/09/20;07:25:17;MIRKA      ;      34.68
548-61NG0678F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;11/09/20;06:49:53;THONOVAP   ;      34.68
548-61NG0681F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;11/09/20;06:50:37;THONOVAP   ;      34.68
548-61NG0711F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;21/08/20;07:17:11;MIRKA      ;      34.68
548-74NK2885F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;20/08/20;06:50:30;THONOVAP   ;      34.68
548-75KK1262F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;27/08/20;07:57:35;THONOVAP   ;      23.62
548-75NJ9720F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;10/09/20;10:04:13;MIRKA      ;      34.68
548-75NJ9721F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;09/09/20;07:21:50;MIRKA      ;      34.68
548-78KS9239F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;18/08/20;07:04:06;MIRKA      ;      34.68
548-78KS9251F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;02/09/20;07:26:00;MIRKA      ;      34.68
548-78NX8401F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;09/09/20;07:22:38;MIRKA      ;      34.68
548-78NX8876F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;02/09/20;07:26:43;MIRKA      ;      34.68
548-78NX8877F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;02/09/20;07:27:37;MIRKA      ;      34.68
548-78NX9013F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;02/09/20;07:28:21;MIRKA      ;      34.68
548-78NX9014F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;02/09/20;07:28:57;MIRKA      ;      34.68
548-78NX9246F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;02/09/20;07:29:58;MIRKA      ;      45.74
548-78NX9316F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;09/09/20;07:23:34;MIRKA      ;      34.68
548-78NX9352F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;18/08/20;07:05:09;MIRKA      ;      34.68
548-78NX9418F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;19/08/20;06:31:40;MIRKA      ;      34.68
548-78NX9458F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;02/09/20;07:30:38;MIRKA      ;      34.68
548-78NX9501F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;09/09/20;07:25:35;MIRKA      ;      34.68
548-78NX9528F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;18/08/20;07:05:58;MIRKA      ;      34.68
548-88NC1766F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;02/09/20;07:31:18;MIRKA      ;      34.68
548-88NC1767F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;02/09/20;07:32:06;MIRKA      ;      34.68
548-B9NEG917F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;19/08/20;06:35:39;MIRKA      ;      23.62
548-B9NEH023F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;26/08/20;07:21:59;THONOVAP   ;      34.68
548-B9NEH024F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;26/08/20;07:22:56;THONOVAP   ;      34.68
548-B9NEH025F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;26/08/20;07:23:38;THONOVAP   ;      34.68
548-B9NEH027F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;26/08/20;07:24:15;THONOVAP   ;      34.68
548-B9NEH028F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;26/08/20;07:24:53;THONOVAP   ;      34.68
548-B9NEH029F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;26/08/20;07:29:12;THONOVAP   ;      34.68
548-C5KEJ569F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;01/09/20;10:51:14;MIRKA      ;      23.62
548-D8NEP841F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;20/08/20;06:51:40;THONOVAP   ;      23.62
548-R5KUZ282F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;27/08/20;07:58:27;THONOVAP   ;      23.62
548-R5NUY785F3    ;¹títky oblo¾ení popisné       ;V471    ;1 ;VO6 ;27/08/20;07:59:18;THONOVAP   ;      34.68
5482WTEE003TFR00  ;©TÍTEK_2WTEE003TFR00          ;V548    ;1 ;VO8 ;02/09/20;09:34:57;BAJIT      ;      58.00
5484VTME898Z0000  ;POPISOVÁ NÁLEPKA              ;V548    ;1 ;VO8 ;28/08/20;08:20:59;BAJIT      ;       8.50
548STVB-51371161  ;¹TíTKY NOSNOSTI               ;V471    ;1 ;VO6 ;11/09/20;09:27:01;THONOVAP   ;      24.06
5813VTME800TH035  ;LIH - LED STRIP - Délka 035 M ;V341    ;1 ;VO5 ;03/09/20;06:53:54;MIRKA      ;    3570.00
618S2047SS3955-1  ;Plexisklo_ CPI18              ;V634    ;1 ;VO8 ;08/09/20;07:51:39;MIRKA      ;    1078.00
618S2047SS3956-1  ;Plexisklo_ CPI18              ;V634    ;1 ;VO8 ;08/09/20;07:52:06;MIRKA      ;    1078.00
630116211330501A  ;ZRCADLO tl.5X1162X1133        ;V634    ;1 ;VO1 ;08/09/20;07:58:00;MIRKA      ;    2427.00
630124011330501A  ;ZRCADLO tl.5X1240X1133        ;V634    ;1 ;VO1 ;09/09/20;09:23:34;MIRKA      ;    2772.00
630203211330501A  ;ZRCADLO tl.5X2032X1133        ;V634    ;1 ;VO1 ;09/09/20;09:25:36;MIRKA      ;    3566.00
630206011330501A  ;ZRCADLO tl.5X2060X1133        ;V634    ;1 ;VO1 ;09/09/20;09:26:38;MIRKA      ;    3594.00
637B47SQA460-1    ;Sklo-display                  ;V634    ;1 ;VO8 ;02/09/20;09:34:25;BAJIT      ;     678.00
63847SQJ160       ;Plexisklo                     ;V634    ;1 ;VO8 ;01/09/20;13:44:34;MIRKA      ;     460.00
64019080179-2     ;Plexisklo                     ;V634    ;1 ;VO8 ;03/09/20;08:42:42;MIRKA      ;     654.00
64061SE6748-1     ;Plexisklo                     ;V634    ;1 ;VO8 ;19/08/20;06:28:02;MIRKA      ;     654.00
666J020020206000  ;profil ètverc. 20x20x2-6000   ;V666    ;1 ;VO1 ;26/08/20;07:36:50;THONOVAP   ;     248.26
666J025025206000  ;profil ètverc. 25x25x2-6000   ;V666    ;1 ;VO3 ;01/09/20;13:40:55;MIRKA      ;     269.20
666J030030156000  ;profil ètverc. 30x30x1,5-6000 ;V666    ;1 ;VO1 ;26/08/20;07:39:04;THONOVAP   ;     269.62
666J030030206000  ;profil ètverc. 30x30x2-6000   ;V666    ;1 ;VO1 ;26/08/20;07:40:14;THONOVAP   ;     313.17
666J035035206000  ;profil ètverc. 35x35x2-6000   ;V666    ;1 ;VO1 ;26/08/20;13:38:34;THONOVAP   ;      31.65
666N3GTOS183T155  ;ÈEP 3GTOS183T155              ;V666    ;1 ;VO51;26/08/20;11:24:02;THONOVAP   ;     133.00
666NS513D8SEP997  ;NOSNIK POWER 3K22             ;V666    ;1 ;VO51;03/09/20;09:28:49;THONOVAP   ;   16132.40
666P6S355MCX      ;PLECH 6X1500X4000 S355MC      ;D030    ;1 ;VO1 ;03/09/20;06:09:05;MIRKA      ;   14025.00
89821             ;GEWINDEBOLZEN                 ;D040    ;1 ;V04 ;01/09/20;15:09:44;MIRKA      ;       1.36
A0411020          ;BETONOVá VýPLò                ;V470    ;1 ;VO8 ;18/08/20;07:05:10;THONOVAP   ;    3177.00
A0791013          ;BETONOVá VýPLò                ;V470    ;1 ;VO8 ;27/08/20;08:13:23;THONOVAP   ;    3979.00
A0791033          ;BETONOVá VýPLò                ;V470    ;1 ;VO8 ;01/09/20;13:15:36;MIRKA      ;   10101.00
A7AJ1318G3KEG395  ;belts 34kN G3KEG395           ;V471    ;2 ;S24 ;04/09/20;06:45:10;POLACH     ;    5851.65
A7AJ132838SB0554  ;BELT AAA717AJ1 - 34kN         ;V471    ;1 ;VO8 ;01/09/20;10:20:54;BAJIT      ;    9993.72
A7AJ132932SE9525  ;BELT AAA717AJ1 - 34kN         ;V471    ;1 ;VO8 ;20/08/20;10:43:40;LUMA       ;   10350.63
A7AJ133032SE9523  ;BELT AAA717AJ1 - 34kN         ;V471    ;1 ;VO8 ;20/08/20;10:43:40;LUMA       ;   10707.55
A7AJ133032SE9524  ;BELT AAA717AJ1 - 34kN         ;V471    ;1 ;VO8 ;20/08/20;10:43:40;LUMA       ;   10707.55
A7AJ133634SD1016  ;BELT AAA717AJ1 - 34kN         ;V471    ;1 ;VO8 ;28/08/20;10:00:32;BAJIT      ;   12849.06
A7AJ1436D8SEP997  ;BELT AAA717AJ1 - 34kN         ;V471    ;1 ;VO8 ;01/09/20;10:21:18;BAJIT      ;   17132.08
A7AJ2218C5NEF870  ;belts AAA717AJ2 C5NEF870_43kN ;V471    ;2 ;S24 ;31/08/20;10:21:07;POLACH     ;    4352.60
A7AJ222147SQU741  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;20/08/20;10:43:35;LUMA       ;    5575.20
A7AJ222347SY4569  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;04/09/20;10:41:00;LUMA       ;    6106.17
A7AJ222632S1123F  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;28/08/20;10:08:21;LUMA       ;    6902.63
A7AJ222747SE6733  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;21/08/20;13:25:01;LUMA       ;    7168.11
A7AJ2230B9SEG928  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;21/08/20;13:25:00;LUMA       ;    7964.57
A7AJ2230B9SEG929  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;21/08/20;13:25:00;LUMA       ;    7964.57
A7AJ2230C5SL2274  ;BELT AAA717AJ2 - 43kN         ;V471    ;2 ;S24 ;01/09/20;07:01:01;NETOPILP   ;    7374.60
A7AJ223432SD5593  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;28/08/20;10:08:21;LUMA       ;    9026.51
A7AJ2235C5KEJ607  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;04/09/20;10:41:00;LUMA       ;    9292.00
A7AJ223847SQ6611  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;28/08/20;10:08:21;LUMA       ;   10088.45
A7AJ223847SQ6612  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;28/08/20;10:08:21;LUMA       ;   10088.45
A7AJ232147SG0420  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;21/08/20;13:25:00;LUMA       ;    8362.80
A7AJ2321D8SEP998  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;21/08/20;13:25:01;LUMA       ;    8362.80
A7AJ232247S7354L  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;28/08/20;10:08:21;LUMA       ;    8761.02
A7AJ232247S7357L  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;28/08/20;10:08:21;LUMA       ;    8761.02
A7AJ232247S7359L  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;28/08/20;10:08:21;LUMA       ;    8761.02
A7AJ232275E4609M  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;28/08/20;10:08:21;LUMA       ;    8761.02
A7AJ232575SE9772  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;04/09/20;10:41:00;LUMA       ;    9955.71
A7AJ232647SY5286  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;20/08/20;10:43:35;LUMA       ;   10353.94
A7AJ2327C5KEJ591  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;04/09/20;10:41:00;LUMA       ;   10752.17
A7AJ232875SAEB54  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;21/08/20;13:25:01;LUMA       ;   11150.40
A7AJ232947SQT005  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;20/08/20;10:43:35;LUMA       ;   11548.62
A7AJ233047SY5284  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;28/08/20;10:08:22;LUMA       ;   11946.85
A7AJ233047SY5285  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;20/08/20;10:43:35;LUMA       ;   11946.85
A7AJ233175SAEB53  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;21/08/20;13:25:01;LUMA       ;   12345.08
A7AJ233547SY5287  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;28/08/20;10:08:22;LUMA       ;   13937.99
A7AJ233547SY5288  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;20/08/20;10:43:35;LUMA       ;   13937.99
A7AJ233832SE6172  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;28/08/20;10:08:22;LUMA       ;   15132.68
A7AJ233847SQ6613  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;04/09/20;10:41:00;LUMA       ;   15132.68
A7AJ2339G3KEG921  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;04/09/20;10:41:00;LUMA       ;   15530.91
A7AJ2341G3KEG754  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;20/08/20;10:43:35;LUMA       ;   16327.36
A7AJ2342G3KEG755  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;20/08/20;10:43:35;LUMA       ;   16725.59
A7AJ234545ST0BR3  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;01/09/20;10:22:09;LUMA       ;   17920.28
A7AJ234545ST0BR4  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;01/09/20;10:22:09;LUMA       ;   17920.28
A7AJ235234SABY57  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;04/09/20;10:41:00;LUMA       ;   20707.88
A7AJ241647SSB152  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;04/09/20;10:41:00;LUMA       ;    8495.54
A7AJ241732SF2283  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;28/08/20;10:08:22;LUMA       ;    9026.51
A7AJ242575SAEB21  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;28/08/20;10:08:22;LUMA       ;   13274.28
A7AJ242575SAEB22  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;28/08/20;10:08:22;LUMA       ;   13274.28
A7AJ242747SQR071  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;20/08/20;10:43:35;LUMA       ;   14336.22
A7AJ253147SD6795  ;BELT AAA717AJ2 - 43kN         ;V471    ;1 ;VO8 ;20/08/20;10:43:35;LUMA       ;   20575.13
AA-BSC.-2         ;Achille button-BLUE-ST-CR     ;D010    ;1 ;VO2 ;26/08/20;11:04:27;THONOVAP   ;     115.57
AA-BSC.-3         ;Achille button-BLUE-ST-CR     ;D010    ;1 ;VO2 ;26/08/20;11:04:52;THONOVAP   ;     115.57
AA-BSC.-4         ;Achille button-BLUE-ST-CR     ;D010    ;1 ;VO2 ;26/08/20;11:05:14;THONOVAP   ;     115.57
AA-BSC.10         ;Achille button-BLUE-ST-CR     ;D010    ;1 ;VO2 ;01/09/20;14:01:12;THONOVAP   ;     115.57
AA-BSC.11         ;Achille button-BLUE-ST-CR     ;D010    ;1 ;VO2 ;01/09/20;14:02:24;THONOVAP   ;     115.57
AA-BSC.12         ;Achille button-BLUE-ST-CR     ;D010    ;1 ;VO2 ;01/09/20;14:02:45;THONOVAP   ;     115.57
AA-BSC.7          ;Achille button-BLUE-ST-CR     ;D010    ;1 ;VO2 ;01/09/20;14:03:07;THONOVAP   ;     115.57
AA-BSC.8          ;Achille button-BLUE-ST-CR     ;D010    ;1 ;VO2 ;01/09/20;14:03:26;THONOVAP   ;     115.57
AA-BSC.9          ;Achille button-BLUE-ST-CR     ;D010    ;1 ;VO2 ;01/09/20;14:03:43;THONOVAP   ;     115.57
AA-RSC.E          ;Achille button-RED-ST-CR      ;D010    ;1 ;VO2 ;26/08/20;11:05:37;THONOVAP   ;     115.57
AA-RSC.K          ;Achille button-RED-ST-CR      ;D010    ;1 ;VO2 ;26/08/20;11:06:14;THONOVAP   ;     115.57
AA-RSC.P          ;Achille button-RED-ST-CR      ;D010    ;1 ;VO2 ;08/09/20;08:25:35;THONOVAP   ;     115.57
AAA24270K820      ;LCP2 1.6T cm150x8C_20         ;V470    ;1 ;V04 ;01/09/20;09:07:42;MIRKA      ;   14790.00
AB-RSC.ARRU       ;Achille button-RED-ST-CR      ;D010    ;1 ;VO2 ;26/08/20;11:06:56;THONOVAP   ;     115.57
AC-BBC.ARRU       ;Achille button-BLUE-BLACK-CR  ;D010    ;1 ;VO2 ;02/09/20;12:10:19;MIRKA      ;     144.07
AC-BSC.DCB        ;Achille blue-RED-ST-CR        ;D010    ;1 ;VO2 ;02/09/20;10:10:30;MIRKA      ;     112.20
AC-BSC.DOB        ;Achille blue-RED-ST-CR        ;D010    ;1 ;VO2 ;02/09/20;10:10:46;MIRKA      ;     112.20
AMTR202008000001  ;RáMEèKY PRO RUèNí ¹ACHETNí    ;V471    ;1 ;VO8 ;26/08/20;12:55:05;THONOVAP   ;     525.00
AMTR202009000001  ;Práh Sematic with slots       ;V471    ;1 ;VO8 ;02/09/20;12:28:10;JRAC       ;    6166.20
B01-EFOHOB-XX-FMI ;FMI B01-EFOHOB-XX             ;V471    ;1 ;VO6 ;25/08/20;08:27:05;THONOVAP   ;       0.35
B0791023          ;BETONOVá VýPLò                ;V470    ;1 ;VO8 ;27/08/20;08:14:41;THONOVAP   ;    2170.00
B08-RF65-L16      ;VODÍTKA A SPOJE RF65          ;V155    ;1 ;VO1 ;03/09/20;11:52:36;MIRKA      ;   10379.02
B1001052          ;BETONOVá VýPLò                ;V470    ;1 ;VO8 ;01/09/20;13:16:42;MIRKA      ;    6211.00
BDQVF3000.MQ-1    ;DMG-BLQ-DUAL LIGHT            ;V471    ;1 ;VO2 ;10/09/20;10:12:51;THONOVAP   ;     142.43
BDQVF3000.MQ-2    ;DMG-BLQ-DUAL LIGHT            ;V471    ;1 ;VO2 ;10/09/20;10:12:26;THONOVAP   ;     142.43
BDQVF3000.MQ-ALR  ;DMG-BLQ-DUAL LIGHT            ;V471    ;1 ;VO2 ;10/09/20;10:19:21;THONOVAP   ;     142.43
BDQVF3000.MQ-CLS  ;DMG-BLQ-DUAL LIGHT            ;V471    ;1 ;VO2 ;10/09/20;10:18:38;THONOVAP   ;     142.43
BDQVF3000.MQ-DWN  ;DMG-BLQ-DUAL LIGHT            ;V471    ;1 ;VO2 ;10/09/20;10:11:59;THONOVAP   ;     142.43
BDQVF3000.MQ-OPN  ;DMG-BLQ-DUAL LIGHT            ;V471    ;1 ;VO2 ;10/09/20;10:18:58;THONOVAP   ;     142.43
BDQVF3000.MQ-UP   ;DMG-BLQ-DUAL LIGHT            ;V471    ;1 ;VO2 ;10/09/20;10:11:18;THONOVAP   ;     142.43
BDQVF3000.MQ1     ;DMG-BLQ-DUAL LIGHT            ;V471    ;1 ;VO2 ;10/09/20;10:13:47;THONOVAP   ;     142.43
BDQVF3000.MQ2     ;DMG-BLQ-DUAL LIGHT            ;V471    ;1 ;VO2 ;10/09/20;10:14:18;THONOVAP   ;     142.43
BDQVF3000.MQ3     ;DMG-BLQ-DUAL LIGHT            ;V471    ;1 ;VO2 ;10/09/20;10:14:35;THONOVAP   ;     142.43
BDQVF3000.MQ4     ;DMG-BLQ-DUAL LIGHT            ;V471    ;1 ;VO2 ;10/09/20;10:15:19;THONOVAP   ;     142.43
BDQVF3000.MQ5     ;DMG-BLQ-DUAL LIGHT            ;V471    ;1 ;VO2 ;10/09/20;10:16:39;THONOVAP   ;     142.43
BDQVF3000.MQ6     ;DMG-BLQ-DUAL LIGHT            ;V471    ;1 ;VO2 ;10/09/20;10:16:59;THONOVAP   ;     142.43
BDQVF3000.MQ7     ;DMG-BLQ-DUAL LIGHT            ;V471    ;1 ;VO2 ;10/09/20;10:17:21;THONOVAP   ;     142.43
BDQVF3000.MQE     ;DMG-BLQ-DUAL LIGHT            ;V471    ;1 ;VO2 ;10/09/20;10:18:10;THONOVAP   ;     142.43
BDQVF3000.MQK     ;DMG-BLQ-DUAL LIGHT            ;V471    ;1 ;VO2 ;10/09/20;10:17:52;THONOVAP   ;     142.43
BEUN014YMB        ;HBB ELIPTICAL WITH BLUE LED   ;V471    ;2 ;S24 ;11/09/20;07:31:24;NETOPILP   ;    1658.78
BVPLG3KEG233      ;SADA PLECHÙ-ODSTíN JAKO DVEøE ;V471    ;1 ;VO8 ;25/08/20;07:23:35;THONOVAP   ;    9440.00
BVPLG3KEG921      ;SADA PLECHÙ-ODSTíN JAKO DVEøE ;V471    ;1 ;VO8 ;25/08/20;07:33:26;THONOVAP   ;   18714.00
BW22011032SK5917  ;brzda dvojèinná pr.220mm 110V ;V471    ;1 ;VO8 ;25/08/20;07:31:37;THONOVAP   ;    9220.00
BW22018032SK5818  ;BRZDA_DVOJÈINNÁ_PR.220MM180   ;V471    ;1 ;VO8 ;18/08/20;12:47:39;MIRKA      ;    8990.00
BW30011032442192  ;BRZDA_DVOJÈINNÁ_PR.300MM110   ;V471    ;1 ;VO8 ;18/08/20;12:32:15;MIRKA      ;   11800.00
C70-47KBK677      ;CONTROLLER                    ;D060    ;81;P72 ;03/09/20;09:02:40;THONOVAP   ; 1031113.50
C70-47KBK678      ;CONTROLLER                    ;D060    ;81;P72 ;03/09/20;09:03:39;THONOVAP   ; 1031113.50
C70-47KBK679      ;CONTROLLER                    ;D060    ;81;P72 ;03/09/20;09:04:40;THONOVAP   ; 1031113.50
C83-71NE0413      ;CONTROLLER OE                 ;D060    ;81;P57 ;27/08/20;08:09:06;THONOVAP   ;   77391.50
C83-CX030606      ;CONTROLLER OE                 ;D060    ;81;P57 ;19/08/20;11:08:21;VANEKJ2    ;   77391.50
C83-CXKG0139      ;CONTROLLER                    ;D060    ;81;P57 ;18/08/20;09:03:32;VANEKJ2    ;   79187.55
C97-54NH7559      ;CONTROLLER                    ;D060    ;81;P57 ;03/09/20;09:22:55;THONOVAP   ;  254413.85
C97-54NH7560      ;CONTROLLER                    ;D060    ;81;P57 ;03/09/20;09:25:01;THONOVAP   ;  254413.85
CCE-1-1-45NSLNT1  ;Entry box bracket set-CH16    ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   12316.61
CCE-1-1-45NSLNT2  ;Entry box bracket set-CH15    ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   12316.61
CCE-1-1-45NSLNT3  ;Entry box bracket set-CH14    ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   12259.03
CCE-1-1-45NSLNT4  ;Entry box bracket set-CH13    ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   12259.03
CCE-1-1-45NSLNT5  ;Entry box bracket set-CH12    ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   12375.07
CCE-1-1-45NSLNT6  ;Entry box bracket set-CH11    ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   12400.37
CCE-1-1-45NSLNT7  ;Entry box bracket set-CH10    ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   14523.24
CCE-1-1-45NSLNT8  ;Entry box bracket set-CH09    ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   14528.63
CCE-1-1-73KKPG32  ;Entry box bracket set-CH26    ;D110    ;81;P50 ;08/09/20;07:18:39;ZDZD       ;   13742.38
CCE-1-1-73KKPG33  ;Entry box bracket set-CH25    ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;   13786.53
CCE-1-1-B8NAA316  ;Entry box bracket set-CH34    ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   15907.64
CCE-1-1-B8NAA317  ;Entry box bracket set-CH33    ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   15907.64
CCE-1-1-B8NAA318  ;Entry box bracket set-CH32    ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   15934.75
CCE-1-1-B8NAA319  ;Entry box bracket set-CH35    ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   15907.64
CCE-1-1-CX03LINK  ;Entry box bracket set-CF83    ;D110    ;81;P50 ;10/09/20;07:16:08;MIRKA      ;   13155.22
CCE-1-1-CX07LINK  ;Entry box bracket set-CH17    ;D110    ;81;P50 ;10/09/20;07:15:16;THONOVAP   ;   13183.98
CCE-1-1-H1NAA585  ;Entry box bracket set-CH24    ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;   14094.61
CCE-1-1-H1NAA586  ;Entry box bracket set-CH23    ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;   14067.52
CCE-1-1-H1NAA587  ;Entry box bracket set-CH22    ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   12828.30
CCE-1-1-H1NAA588  ;Entry box bracket set-CH21    ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;   12828.30
