Polo¾ka           ;Název                         ;M.SK    ;ZV;REF.;DATUM   ;CAS     ;UZIVATEL   ;CENA       
DI13-G3KE505G     ;ROZVADìè GCS222LVA            ;V470    ;1 ;VO2 ;03/09/20;12:26:35;THONOVAP   ;   56564.82
DK-11209          ;DK-11209                      ;V548    ;1 ;VO8 ;18/08/20;12:32:31;THONOVAP   ;       0.31
DM13-32SA8322     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;04/09/20;12:12:52;MIRKA      ;   54026.23
DM13-32SA8690     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;27/08/20;07:11:04;THONOVAP   ;   56825.86
DM13-32SC3008     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;03/09/20;12:28:30;THONOVAP   ;   62643.36
DM13-32SC3009     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;19/08/20;13:18:26;THONOVAP   ;   62643.36
DM13-32SD4765     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;18/08/20;14:23:48;MIRKA      ;   54445.04
DM13-32SD4766     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;18/08/20;14:24:56;MIRKA      ;   54445.04
DM13-32SE5735     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;03/09/20;10:57:07;MIRKA      ;   61966.44
DM13-32SE5737     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;19/08/20;13:20:03;THONOVAP   ;   62602.80
DM13-34SD1016     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;18/08/20;14:27:13;MIRKA      ;   54891.72
DM13-74SL7268     ;BK_ROZVADÌÈ GCS222LVA         ;V470    ;1 ;VO2 ;04/09/20;12:10:35;MIRKA      ;   63899.63
DM13-75SADY66     ;BK_ROZVADÌÈ GCS222LVA         ;V470    ;1 ;VO2 ;10/09/20;06:12:54;THONOVAP   ;   66649.44
DM13-75SADY67     ;BK_ROZVADÌÈ GCS222LVA         ;V470    ;1 ;VO2 ;10/09/20;06:12:29;THONOVAP   ;   71733.74
DM13-75SE4466     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;18/08/20;14:25:36;MIRKA      ;   62841.22
DM13-75SE5914     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;04/09/20;12:11:51;MIRKA      ;   61434.18
DM13-75SE5915     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;10/09/20;06:14:21;THONOVAP   ;   61910.42
DM13-75SE5916     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;04/09/20;12:13:42;MIRKA      ;   61434.86
DM13-75SE5917     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;04/09/20;12:14:33;MIRKA      ;   61434.18
DM13-75SF1017     ;ROZVADEC GCS222LVA            ;V470    ;1 ;VO2 ;10/09/20;06:15:51;THONOVAP   ;   62683.66
DM13-75SZ0693     ;ROZVADEC GCS222LVA            ;V470    ;1 ;VO2 ;10/09/20;06:14:43;THONOVAP   ;   58504.42
DM13-C5KEJ361     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;25/08/20;12:57:19;THONOVAP   ;   56582.50
DM13-C5KEJ563     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;25/08/20;12:57:47;THONOVAP   ;   58420.18
DM13-C5KEJ564     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;25/08/20;12:58:02;THONOVAP   ;   58420.18
DM13-D8KEP757     ;BK_ROZVADÌÈ GCS222LVA         ;V470    ;1 ;VO2 ;04/09/20;12:13:17;MIRKA      ;   60250.74
DM13-D8KEP759     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;27/08/20;07:13:22;THONOVAP   ;   60717.80
DM13-D8KEP760     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;25/08/20;12:55:20;THONOVAP   ;   60718.00
DM13-G3KEG319     ;ROZVADÌÈ GCS222LVA            ;V470    ;1 ;VO2 ;10/09/20;06:14:02;THONOVAP   ;   59525.18
DM13-G3KEG572     ;BK_ROZVADÌÈ GCS222LVA         ;V470    ;1 ;VO2 ;25/08/20;12:56:59;THONOVAP   ;   56104.62
DM13-G3KEG599     ;BK_ROZVADÌÈ GCS222LVA         ;V470    ;1 ;VO2 ;03/09/20;11:00:16;MIRKA      ;   53828.08
DM13-G3KEG600     ;BK_ROZVADÌÈ GCS222LVA         ;V470    ;1 ;VO2 ;03/09/20;11:00:41;MIRKA      ;   53828.08
DM13-G3KEG601     ;BK_ROZVADÌÈ GCS222LVA         ;V470    ;1 ;VO2 ;19/08/20;13:19:17;THONOVAP   ;   54245.36
DM13-G3KEG770     ;BK_ROZVADÌÈ GCS222LVA         ;V470    ;1 ;VO2 ;03/09/20;11:01:06;MIRKA      ;   55673.04
DMG-HANDICAP      ;dmg- handicap                 ;V358    ;1 ;VO2 ;26/08/20;14:02:09;THONOVAP   ;     130.00
EA2336-11-K204    ;STEP UPTHRUST TRACK           ;D130    ;81;P51 ;18/08/20;10:42:36;THONOVAP   ;    1268.99
EA2336-12-K204    ;STEP UPTHRUST TRACK           ;D130    ;81;P51 ;18/08/20;10:43:30;THONOVAP   ;    1268.99
EB2022-254-AA02   ;LED-AMPEL (WECHSELBETR.)      ;D110    ;82;S56 ;21/08/20;06:12:25;MIRKA      ;    1632.00
EBRA20W32433062   ;BK_BRZDA EBRA20               ;V471    ;1 ;VO8 ;10/09/20;09:37:40;MIRKA      ;   14900.92
EBRA20W32440505   ;BK_BRZDA EBRA20               ;V471    ;1 ;VO8 ;27/08/20;08:41:26;THONOVAP   ;   15230.00
EBRA20W32442341   ;BK_BRZDA EBRA20               ;V471    ;1 ;VO8 ;27/08/20;08:43:12;THONOVAP   ;   14901.00
EBRA20W32443064   ;BK_BRZDA EBRA20               ;V471    ;1 ;VO8 ;18/08/20;12:17:09;MIRKA      ;   14900.93
EBRA20W32444737   ;BK_BRZDA EBRA20               ;V471    ;1 ;VO8 ;19/08/20;06:22:43;MIRKA      ;   15229.87
EBRA20W32SK5832   ;BK_BRZDA EBRA20               ;V471    ;1 ;VO8 ;19/08/20;10:24:55;MIRKA      ;   15845.19
EBRA20W32SK5878   ;BK_BRZDA EBRA20               ;V471    ;1 ;VO8 ;19/08/20;10:26:47;MIRKA      ;   14900.92
EBRA20W32SK5913   ;BK_BRZDA EBRA20               ;V471    ;1 ;VO8 ;27/08/20;08:56:41;THONOVAP   ;   14901.00
EBRA20W32SK5914   ;BK_BRZDA EBRA20               ;V471    ;1 ;VO8 ;27/08/20;08:57:51;THONOVAP   ;   14901.00
EBRA20W32SK5927   ;BK_BRZDA EBRA20               ;V471    ;1 ;VO8 ;01/09/20;12:48:29;MIRKA      ;   15845.19
EBRA20W32SK5928   ;BK_BRZDA EBRA20               ;V471    ;1 ;VO8 ;03/09/20;09:46:40;MIRKA      ;   14900.92
EBRA20W78CS9390   ;BK_BRZDA EBRA20               ;V471    ;1 ;VO8 ;26/08/20;13:44:09;THONOVAP   ;   26897.40
EBRA20W78CS9391   ;BK_BRZDA EBRA20               ;V471    ;1 ;VO8 ;26/08/20;13:43:06;THONOVAP   ;   26897.40
EBRA20W78CS9392   ;BK_BRZDA EBRA20               ;V471    ;1 ;VO8 ;27/08/20;07:09:25;THONOVAP   ;   26897.40
EBRA20W78CS9393   ;BK_BRZDA EBRA20               ;V471    ;1 ;VO8 ;01/09/20;07:40:38;THONOVAP   ;   26897.40
EC2-25-47KBK677   ;MACHINE_11,7KW                ;D100    ;81;P53 ;25/08/20;07:28:26;THONOVAP   ;  194026.12
EC2-25-47KBK678   ;MACHINE_11,7KW                ;D100    ;81;P53 ;25/08/20;07:29:31;THONOVAP   ;  194026.12
EC2-25-47KBK679   ;MACHINE_11,7KW                ;D100    ;81;P53 ;25/08/20;07:30:20;THONOVAP   ;  194026.12
ENG-HR_21-8       ;CONNECTING PART               ;D110    ;81;P51 ;09/09/20;09:04:20;THONOVAP   ;     238.80
FAA386GZJ899AA    ;WOOD FLOOR                    ;D110    ;1 ;VO8 ;20/08/20;13:12:20;MIRKA      ;    1296.00
FAA386GZJ899AAA550;WOOD FLOOR                    ;D110    ;1 ;VO8 ;10/09/20;14:17:17;BAJIT      ;    1296.00
FAA494R101CA      ;AXLE                          ;V471    ;1 ;VO51;26/08/20;08:46:17;THONOVAP   ;    1230.00
FAA494R102CA      ;AXLE                          ;V471    ;1 ;VO51;26/08/20;08:47:05;THONOVAP   ;    1320.00
FAA98BW998BBA550  ;SAFETY LINKAGE                ;V471    ;1 ;VO51;01/09/20;13:05:09;THONOVAP   ;    1643.50
FERSKCND8SEP9971  ;DVEØE FERMATOR CENTRAL        ;V471    ;1 ;VO1 ;09/09/20;11:55:40;MIRKA      ;   84785.40
FERSSCND8SEP9971  ;BK_DVEøE FERMATOR             ;V471    ;1 ;VO1 ;09/09/20;11:55:03;MIRKA      ;   57417.97
FERSSCND8SEP997X  ;BK_DVEøE FERMATOR             ;V471    ;1 ;VO1 ;09/09/20;11:55:19;MIRKA      ;   62800.00
FINSKCN47SE78681  ;DVEøE FINELINE                ;V471    ;1 ;VO8 ;03/09/20;06:52:34;MIRKA      ;   31984.14
FINSKCNB3SAB0561  ;DVEøE FINELINE                ;V471    ;1 ;VO8 ;02/09/20;08:54:20;MIRKA      ;   36405.84
FINSSCXB3SAB0561  ;BK_DVEøE FINELINE             ;V471    ;1 ;VO8 ;02/09/20;08:52:31;MIRKA      ;   16567.35
FINSSCXB3SAB056X  ;BK_DVEøE FINELINE             ;V471    ;1 ;VO8 ;02/09/20;08:53:08;MIRKA      ;   18749.13
FPM04-016-ND      ;MAGNET PLOCHY SE STREDOVOU DIR;D110    ;1 ;VO51;27/08/20;14:06:32;THONOVAP   ;     187.50
FSI_ESC_035A_FR   ;FSI 606NCT confined, GB/FR    ;D110    ;81;P55 ;18/08/20;10:27:25;THONOVAP   ;       0.71
FSI_ESC_035B_FR   ;FSI 606NCT LightRay FM2, GB/FR;D110    ;81;P55 ;18/08/20;10:27:54;THONOVAP   ;       0.71
FSI_ESC_035C_FR   ;FSI 606NCT LightRay FM3, GB/FR;D110    ;81;P55 ;18/08/20;10:28:29;THONOVAP   ;       0.71
G2I16118          ;PROFIL_ROZNÁ©ECÍ_GEN2MOD      ;V666    ;1 ;VO51;08/09/20;07:36:19;THONOVAP   ;     625.40
G2I16226          ;PROFIL_ROZNÁ©ECÍ_GEN2MOD      ;V666    ;1 ;VO51;01/09/20;13:19:33;MIRKA      ;    1023.40
G2I20216          ;PROFIL_ROZNÁ©ECÍ_GEN2MOD      ;V666    ;1 ;VO53;21/08/20;07:27:00;MIRKA      ;    1096.40
G2I20224          ;PROFIL_ROZNÁ©ECÍ_GEN2MOD      ;V666    ;1 ;VO51;10/09/20;10:06:57;MIRKA      ;    1126.40
G2I20245          ;PROFIL_ROZNÁ©ECÍ_GEN2MOD      ;V666    ;1 ;VO51;11/09/20;07:16:48;THONOVAP   ;    2010.50
G2I20265          ;PROFIL_ROZNÁ©ECÍ_GEN2MOD      ;V666    ;1 ;VO51;26/08/20;07:58:38;THONOVAP   ;    2094.30
GAA102BLS1        ;TAG                           ;D110    ;81;P55 ;25/08/20;14:03:28;THONOVAP   ;       4.01
GAA180BLG1        ;HOLDER                        ;D110    ;81;P51 ;03/09/20;09:40:44;MIRKA      ;     425.00
GAA22800G2        ;SPíNAè PES                    ;V471    ;82;S59 ;08/09/20;08:31:40;THONOVAP   ;     347.31
GAA26220BB106-CE55;STUF.-KETTENROLLENBRUCHK.     ;D090    ;81;P53 ;21/08/20;12:24:18;GALAT      ;    1952.00
GAA27078AQ_FM_IT  ;FIM Brush guards light., IT   ;D110    ;81;P55 ;03/09/20;08:56:59;THONOVAP   ;       2.49
GAA273SK0550200   ;RO©T                          ;PMAN    ;82;S59 ;18/08/20;14:34:40;MIRKA      ;     168.92
GAA299ARL1        ;FLACHEISEN                    ;PMAN    ;82;S59 ;09/09/20;07:39:21;MIRKA      ;      27.87
GAA308K1-BI33     ;PALETOVA OHRADKA              ;D110    ;1 ;VAUT;21/08/20;09:01:11;BAJIT      ;     223.63
GAA318PN1         ;DRZAK KOLEJNIC                ;PMAN    ;82;S59 ;18/08/20;06:39:25;THONOVAP   ;      98.53
GAA318PN2         ;DRZAK KOLEJNIC                ;PMAN    ;82;S59 ;18/08/20;06:40:17;THONOVAP   ;      98.53
GAA332AS6-046     ;CHAIN                         ;D150    ;82;S57 ;18/08/20;06:51:01;MIRKA      ;    1725.34
GAA374ACN1        ;FRAME                         ;D110    ;81;P51 ;03/09/20;09:42:11;MIRKA      ;    2660.00
GAA402BXEB1-BO12  ;VEDENI MADLA                  ;PMAN    ;82;S59 ;08/09/20;06:00:35;MIRKA      ;    1712.37
GAA402BYEB1-AY22  ;VEDENI MADLA                  ;PMAN    ;82;S59 ;08/09/20;05:59:48;MIRKA      ;    1573.50
GAA402CND103+104  ;BRUSH GUARD LED NCE35UL BLACK ;D050    ;81;P51 ;08/09/20;10:08:45;MIRKA      ;    1181.92
GAA402CNE103+104  ;BRUSH GUARD LED NCE35LL BLACK ;D130    ;81;P51 ;11/09/20;10:50:42;THONOVAP   ;    1182.00
GAA402CNF-V101CH44;PROFIL IS-VAR                 ;D110    ;81;P51 ;08/09/20;09:53:32;MIRKA      ;    1050.60
GAA402CNF-V102CH44;PROFIL_IS-VAR                 ;D110    ;81;P51 ;08/09/20;10:03:33;MIRKA      ;    1050.60
GAA402CNF-V102CH46;PROFIL_IS-VAR                 ;D110    ;81;P51 ;08/09/20;10:02:10;MIRKA      ;    1050.60
GAA402CNF104      ;BRUSH GUARD LED BLACK 3000MM  ;D050    ;81;P51 ;08/09/20;10:04:28;MIRKA      ;    1050.60
GAA434CT-V1-2307MM;GLASS PANEL                   ;D170    ;82;S51 ;02/09/20;07:16:06;MIRKA      ;    1083.85
GAA434CV5-47NK2329;GLASS PANEL                   ;D170    ;81;P51 ;02/09/20;06:43:36;THONOVAP   ;    1302.03
GAA434DN-V1-2508MM;GLASS_PANEL                   ;D170    ;81;P51 ;08/09/20;08:01:22;THONOVAP   ;    2841.71
GAA434DN-V1-2508MM;GLASS_PANEL                   ;D170    ;82;S51 ;08/09/20;08:01:34;THONOVAP   ;    2841.71
GAA434EB5-47NP6406;GLASS PANEL                   ;D170    ;82;S51 ;18/08/20;06:10:14;MIRKA      ;    3465.34
GAA434EX5-38NE2801;GLASS PANEL                   ;D170    ;82;S51 ;02/09/20;06:40:30;THONOVAP   ;    2250.49
GAA457JD2-A213    ;NASTUPNI DESKA                ;PMAN    ;82;S59 ;03/09/20;13:16:38;MIRKA      ;    3068.77
GAA472DC1         ;BEARING HOUSING               ;D090    ;81;P51 ;11/09/20;10:02:14;THONOVAP   ;    8950.00
GAA472DC2         ;BEARING HOUSING               ;D090    ;81;P51 ;11/09/20;10:02:50;THONOVAP   ;    8950.00
GAA483CAT7        ;TRACK                         ;D090    ;82;S51 ;20/08/20;12:54:21;MIRKA      ;    2822.74
GAA483CAT8        ;TRACK                         ;D090    ;82;S51 ;20/08/20;12:54:45;MIRKA      ;    2822.74
GAA483CCH43       ;CHAIN ROLLER TRACK            ;D130    ;81;P51 ;09/09/20;10:43:56;THONOVAP   ;    2488.26
GAA483CCH43       ;CHAIN ROLLER TRACK            ;D130    ;82;S51 ;09/09/20;10:44:30;THONOVAP   ;    2488.26
GAA483CCH44       ;CHAIN_ROLLER_TRACK            ;D130    ;81;P51 ;09/09/20;10:44:14;THONOVAP   ;    2488.26
GAA483CCH44       ;CHAIN_ROLLER_TRACK            ;D130    ;82;S51 ;09/09/20;10:44:39;THONOVAP   ;    2488.26
GAA50AGT1-2000MM  ;PROFIL RAMECKU                ;PMAN    ;82;S59 ;09/09/20;08:37:45;THONOVAP   ;     551.31
GAA50AKT-CH28     ;HANDRAIL                      ;D080    ;81;P51 ;28/08/20;08:00:13;FRYDKOVM   ;   13570.30
GAA50AKT-CH30     ;HANDRAIL                      ;D080    ;81;P51 ;28/08/20;07:58:26;FRYDKOVM   ;   15481.30
GAA50AKT-CH31     ;HANDRAIL                      ;D080    ;81;P51 ;28/08/20;07:55:37;FRYDKOVM   ;   14636.00
GAA50AKT-L905     ;MADLO SE ZLUTYMI BODY         ;D080    ;82;S51 ;11/09/20;07:00:30;MIRKA      ;   45723.03
GAA630AC1         ;RELAY                         ;D010    ;81;P57 ;01/09/20;14:16:15;THONOVAP   ;    6170.00
GAA630AC1         ;RELAY                         ;D010    ;82;S57 ;01/09/20;14:16:22;THONOVAP   ;    6170.00
GAA635AN1         ;EMERGENCY STOP SWITCH         ;D010    ;82;S51 ;26/08/20;10:46:12;THONOVAP   ;   21837.82
GAA638DR1         ;RELAY                         ;D010    ;81;P72 ;09/09/20;10:01:15;THONOVAP   ;    3173.75
GB08I03647SE9358  ;LANO DRAKO 6x19W-FC OR        ;V314    ;1 ;VO8 ;08/09/20;07:34:14;THONOVAP   ;    1071.00
GB08I03647SE9359  ;LANO DRAKO 6x19W-FC OR        ;V314    ;1 ;VO8 ;08/09/20;07:34:39;THONOVAP   ;    1071.00
GBA26150AJ14      ;STEP CHAIN  10-FOLD           ;D150    ;81;P53 ;04/09/20;06:58:23;MIRKA      ;   16014.00
GBA26150AJ14      ;STEP CHAIN  10-FOLD           ;D150    ;82;S53 ;04/09/20;06:58:48;MIRKA      ;   16014.00
GCA26800NB30      ;SPBC G1                       ;V471    ;1 ;VO2 ;28/08/20;14:07:25;JRAC       ;    3528.41
GCA402BNX1/1-A107 ;ROLLER NEWEL                  ;PMAN    ;82;S59 ;18/08/20;06:26:20;MIRKA      ;    1710.81
GEA273LR1-BI33    ;KRYTKA PRE VSTUP MADLA        ;D120    ;81;P51 ;03/09/20;10:29:59;THONOVAP   ;    2021.00
GEN800LC5KEJ607   ;BK_DVEØE_©ACHETNÍ             ;V471    ;1 ;VO8 ;20/08/20;08:42:28;MIRKA      ;    9555.00
GEN800LC5KEJ607X  ;BK_DVEØE_©ACHETNÍ             ;V471    ;1 ;VO8 ;20/08/20;08:43:48;MIRKA      ;   11035.00
GEN800LG3KEG921   ;BK_DVEØE_©ACHETNÍ             ;V471    ;1 ;VO8 ;25/08/20;07:33:06;THONOVAP   ;    8549.00
GEN800PG3KEG233X  ;BK_DVEØE_©ACHETNÍ             ;V471    ;1 ;VO8 ;25/08/20;07:23:15;THONOVAP   ;   10042.00
GEN800PG3KEG921X  ;BK_DVEØE_©ACHETNÍ             ;V471    ;1 ;VO8 ;25/08/20;07:32:42;THONOVAP   ;   10027.00
GO483SC49-CE55    ;SCHIENE                       ;D130    ;81;P51 ;18/08/20;10:30:44;THONOVAP   ;    1684.83
GO483SC50-CE55    ;SCHIENE                       ;D130    ;81;P51 ;18/08/20;10:31:39;THONOVAP   ;    1684.83
GO483WN21-CE55    ;SCHIENE                       ;D130    ;81;P51 ;18/08/20;10:34:57;THONOVAP   ;    1497.25
GO483WN22-CE55    ;SCHIENE                       ;D130    ;81;P51 ;18/08/20;10:35:58;THONOVAP   ;    1497.25
GO50AEV-20877MM   ;HANDR. BLACK L=+20877+-12,5MM ;D080    ;81;P51 ;03/09/20;08:24:43;THONOVAP   ;    6584.36
GO50AEV-21157MM   ;HANDR. BLACK L=+21157+-12,5MM ;D080    ;81;P51 ;03/09/20;08:28:05;THONOVAP   ;    6659.33
GO50AEV-21404MM   ;HANDR. BLACK L=+21404+-12,5MM ;D080    ;81;P51 ;18/08/20;08:26:08;THONOVAP   ;    6725.42
GO50AEV-21477MM   ;HANDR. BLACK L=+21477+-12,5MM ;D080    ;81;P51 ;03/09/20;08:29:18;THONOVAP   ;    6745.01
GO50AEV-26291MM   ;HANDR. BLACK L=+26291+-12,5MM ;D080    ;81;P51 ;26/08/20;08:04:36;THONOVAP   ;    8034.03
GO50AEV-29742MM   ;HANDR. BLACK L=+29742+-12,5MM ;D080    ;81;P51 ;18/08/20;08:27:22;THONOVAP   ;    8958.15
GO50AEV-33437MM   ;HANDR. BLACK L=+33437+-12,5MM ;D080    ;81;P51 ;03/09/20;08:30:45;THONOVAP   ;    9947.30
GO50AEX-23388MM   ;HANDRAIL                      ;D080    ;81;P51 ;03/09/20;10:46:50;THONOVAP   ;    7256.54
GO50AEX-25560MM   ;HANDRAIL                      ;D080    ;82;S51 ;01/09/20;14:36:32;MIRKA      ;    7838.19
GO50AEX-28677MM   ;MADLO - HANDRAIL              ;D080    ;82;S51 ;01/09/20;14:34:48;MIRKA      ;    8670.00
GO50AEX-CH00      ;HANDRAIL                      ;D080    ;81;P51 ;18/08/20;07:17:36;THONOVAP   ;   10362.18
GO50AEX-CH02      ;HANDRAIL                      ;D080    ;81;P51 ;19/08/20;09:03:32;THONOVAP   ;   10799.25
GO50AEX-CH04      ;HANDRAIL                      ;D080    ;81;P51 ;20/08/20;13:27:38;THONOVAP   ;   10156.65
GO50AEX-CH06      ;HANDRAIL                      ;D080    ;81;P51 ;01/09/20;13:27:10;MIRKA      ;   11297.52
GO50XW-43565MM    ;HANDRAIL                      ;D080    ;81;P51 ;21/08/20;12:33:02;FRYDKOVM   ;   20991.00
HAA177DW3         ;BRAKE SENSOR                  ;D110    ;81;P53 ;01/09/20;07:53:42;THONOVAP   ;    1216.07
HAA177DW3         ;BRAKE SENSOR                  ;D110    ;82;S53 ;01/09/20;07:53:55;THONOVAP   ;    1216.07
HAA180CJ101       ;PLATE                         ;D090    ;81;P51 ;01/09/20;10:09:55;MIRKA      ;     919.20
HAA26140F36       ;@0STEP                        ;D160    ;81;P50 ;11/09/20;08:32:04;VANEKJ2    ;     992.86
HAA417BA15        ;@0UPPER CURVE SKIRT LIGHTING  ;D110    ;81;P50 ;04/09/20;13:21:39;THONOVAP   ;     438.55
HAA417BA16        ;@0UPPER_CURVE_SKIRT_LIGHTING  ;D110    ;81;P50 ;04/09/20;13:22:46;THONOVAP   ;     438.55
HAA417BD15        ;@0LOWER_CURVE_SKIRT_LIGHTING  ;D110    ;81;P50 ;04/09/20;13:24:34;THONOVAP   ;     414.27
HAA417BD16        ;@0LOWER_CURVE_SKIRT_LIGHTING  ;D110    ;81;P50 ;04/09/20;13:25:15;THONOVAP   ;     414.27
HAA434AY968-1275  ;MID SEC GLASS-DIM2=1275MM     ;D170    ;81;P51 ;25/08/20;10:55:18;MATUSKOS   ;     683.94
HAA434AY969-1275  ;MID SEC GLASS-DIM2=1275MM     ;D170    ;81;P51 ;25/08/20;10:55:51;MATUSKOS   ;     683.94
HAA434F998-1559   ;MID SEC GLASS-DIM2=1559MM     ;D170    ;81;P51 ;03/09/20;08:51:18;THONOVAP   ;     723.74
HAA434F998-1658   ;MID SEC GLASS-DIM2=1658MM     ;D170    ;81;P51 ;03/09/20;08:55:52;THONOVAP   ;     769.78
HAA434F998-1797   ;MID SEC GLASS-DIM2=1797MM     ;D170    ;81;P51 ;18/08/20;08:31:18;THONOVAP   ;     834.30
HAA434F998-2031   ;MID SEC GLASS-DIM2=2031MM     ;D170    ;81;P51 ;18/08/20;08:38:14;THONOVAP   ;     942.80
HAA434F998-2094   ;MID SEC GLASS-DIM2=2094MM     ;D170    ;81;P51 ;27/08/20;11:09:48;THONOVAP   ;     972.12
HAA81CB1          ;PIN                           ;D110    ;81;P51 ;26/08/20;11:21:40;THONOVAP   ;     611.33
HYDSKTN47SB24261  ;dveøe HYDRA                   ;V471    ;1 ;VO8 ;08/09/20;08:15:44;THONOVAP   ;    1547.10
HYDSKTN47SU67871  ;DVEøE HYDRA                   ;V471    ;1 ;VO8 ;10/09/20;09:53:50;MIRKA      ;   38222.97
HYDSKTN47SU67872  ;DVEøE HYDRA                   ;V471    ;1 ;VO8 ;10/09/20;09:55:21;MIRKA      ;   38222.97
HYDSKTN47SY52841  ;DVEøE HYDRA                   ;V471    ;1 ;VO8 ;20/08/20;12:16:10;MIRKA      ;   27477.01
HYDSKTN47SY52851  ;DVEøE HYDRA                   ;V471    ;1 ;VO8 ;20/08/20;12:09:23;MIRKA      ;   27326.56
HYDSKTN47SY52852  ;DVEøE HYDRA                   ;V471    ;1 ;VO8 ;20/08/20;12:10:00;MIRKA      ;   27477.01
HYDSKTN47SY52861  ;DVEøE HYDRA                   ;V471    ;1 ;VO8 ;20/08/20;12:13:07;MIRKA      ;   27326.56
HYDSKTN47SY52871  ;DVEøE HYDRA                   ;V471    ;1 ;VO8 ;20/08/20;12:15:03;MIRKA      ;   27477.01
HYDSKTN47SY52881  ;DVEøE HYDRA                   ;V471    ;1 ;VO8 ;20/08/20;12:11:09;MIRKA      ;   27326.56
HYDSKTN47SY52882  ;dveøe HYDRA                   ;V471    ;1 ;VO8 ;20/08/20;12:11:55;MIRKA      ;   27477.01
I3-0695           ;EPROM                         ;D010    ;81;P72 ;09/09/20;12:41:03;THONOVAP   ;   15271.44
L47332051A-C11    ;LEFT INSERT GREY 900          ;D110    ;81;P57 ;04/09/20;09:37:25;MIRKA      ;      81.87
L47332052A-C11    ;RIGHT INSERT GREY 900         ;D110    ;81;P57 ;04/09/20;09:37:46;MIRKA      ;      81.87
L47332195A-C11    ;LEFT KICKPLATE INSERT GREY 900;D110    ;81;P57 ;04/09/20;09:38:06;MIRKA      ;      81.87
L47332196A-C11    ;RIGHT KICKPLATE INSER GREY 900;D110    ;81;P57 ;04/09/20;09:38:29;MIRKA      ;      81.87
L47332252A-C11    ;FRONT INSERT GREY 900         ;D110    ;81;P57 ;04/09/20;09:39:03;MIRKA      ;      81.87
L47332253A-C11    ;BACK INSERT GREY 900          ;D110    ;81;P57 ;04/09/20;09:39:37;MIRKA      ;      81.87
NCT-TRUSS-CG98    ;KONSTRUKCE - OBJEDNAVKA       ;D180    ;81;P51 ;20/08/20;09:38:32;THONOVAP   ;  302651.90
NCT-TRUSS-CH00    ;KONSTRUKCE - OBJEDNAVKA       ;D180    ;81;P51 ;20/08/20;09:50:13;THONOVAP   ;  302651.90
NCT-TRUSS-CH02    ;KONSTRUKCE - OBJEDNAVKA       ;D180    ;81;P51 ;20/08/20;10:16:45;THONOVAP   ;  312088.60
NCT-TRUSS-CH04    ;KONSTRUKCE - OBJEDNAVKA       ;D180    ;81;P51 ;20/08/20;12:12:09;THONOVAP   ;  297643.19
NCT-TRUSS-CH06    ;KONSTRUKCE - OBJEDNAVKA       ;D180    ;81;P51 ;01/09/20;12:33:00;MIRKA      ;  137422.69
NGO483ABP5-K787   ;STEP UPTHRUST TRACK           ;D130    ;81;P51 ;18/08/20;10:40:25;THONOVAP   ;    1031.69
NGO483ABP6-K787   ;STEP UPTHRUST TRACK           ;D130    ;81;P51 ;18/08/20;10:41:48;THONOVAP   ;    1031.69
NGO483ACK5-K787   ;STEP UPTHRUST TRACK           ;D130    ;81;P51 ;18/08/20;10:38:18;THONOVAP   ;    1200.06
NGO483ACK6-K787   ;STEP UPTHRUST TRACK           ;D130    ;81;P51 ;18/08/20;10:39:16;THONOVAP   ;    1200.06
P100N224G8937     ;SADA LAN PAWO F3/10 - 2 X 24 M;V471    ;2 ;S24 ;02/09/20;07:28:11;NETOPILP   ;    2354.40
P100N630C5SE1581  ;SADA LAN PAWO F3/10 - 6 X 30 M;V471    ;2 ;S24 ;20/08/20;08:03:26;NETOPILP   ;    8829.00
P120N825M1599     ;SADA LAN PAWO F3/12 - 8 X 25 M;V471    ;2 ;S24 ;01/09/20;07:11:31;NETOPILP   ;   13248.00
P130A552C5TM1300  ;SADA LAN PAWO F3/13 - 5 X 52 M;V471    ;2 ;S24 ;21/08/20;06:42:32;NETOPILP   ;   18578.56
